title,cate,scrpit,dong,roadaddress,lon,lat,phone,photo_1,photo_2,tag,tagall
앙뚜아네트 용담점,음식점,용담해안도로의 멋진 바다뷰를 감상할 수 있는 브런치 프리미엄카페 ,제주시내,제주특별자치도 제주시 서해안로 671,33.5161451,126.5089716,0507-1359-2243,https://api.cdn.visitjeju.net/photomng/imgpath/201901/02/c9831e5b-6504-4868-8e8f-1b39560aeaef.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201901/02/c1c7b5f0-2936-4280-99a9-0bad69d2115f.jpg,"커피,디저트,베이커리,음식,와플,베이글,빵,수제마카롱,치즈케이크,아메리카노,바닐라라떼,카페라떼,녹차라떼,에스프레소,에이드,케이크,카라멜마끼아또,스무디,라떼,차,카모마일,페퍼민트,얼그레이,말차라떼,초코라떼,밀크티,얼그레이밀크티,잉글리쉬브렉퍼스트,꽃차","커피,디저트,베이커리,음식,와플,베이글,빵,수제마카롱,치즈케이크,아메리카노,바닐라라떼,카페라떼,녹차라떼,에스프레소,에이드,케이크,카라멜마끼아또,스무디,라떼,차,카모마일,페퍼민트,얼그레이,말차라떼,초코라떼,밀크티,얼그레이밀크티,잉글리쉬브렉퍼스트,꽃차,공용주차장,무료 WIFI,화장실"
어니스트밀크 본점,음식점,매일 아침마다 공수하는 신선한 우유로 만들어내는 유제품,성산,제주특별자치도 서귀포시 성산읍 중산간동로 3147-7,33.4503957,126.8719572,070-7722-1886,https://api.cdn.visitjeju.net/photomng/imgpath/202306/15/4be41848-8bb6-454a-8cf0-59b0ca12eaed.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/15/21dad445-0f1a-456c-ba61-da41da7912b4.jpg,"성산, 목장카페, 요거트, 우유, 치즈, 아이스크림","성산, 목장카페, 요거트, 우유, 치즈, 아이스크림,무가당요거트, 무화과베리요거트"
제주선물가게,쇼핑,제주 먹거리를 모두 담은 선물가게,성산,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 116,33.4485749,126.9199852,064-733-2490,https://api.cdn.visitjeju.net/photomng/imgpath/202306/15/1928324b-6daa-4665-972d-f7227fee939b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/15/12a6ae06-f8b9-4fac-9ec2-1b0907ad3e39.jpg,"성산, 고성리, 소품샵, 귤, 애플망고, 간식, 쇼핑","성산, 고성리, 소품샵, 귤, 애플망고, 간식"
오복떡집,음식점,제주도를 방문한다면 한 번쯤!,제주시내,제주특별자치도 제주시 동문로2길 10,33.512304,126.5267163,064-753-4641,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ca75e2bf-331b-4f83-aa8a-01bbcae10104.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/16121489-daf9-483d-85ea-051be997a758.jpg,"떡집,오메기떡,떡,음식,꿀떡,시루떡,절편,무지개떡","떡집,오메기떡,떡,음식,꿀떡,시루떡,절편,무지개떡,공용주차장,아주 어려움"
제주의 마을에서 즐기는 힐링투어 <제주로 로캉스 떠나요 2021>,테마여행,"제주관광공사는 지금까지 알려지지 않은 제주의 숨겨진 매력을 찾을 수 있는 마을여행 프로그램인 '제주로 로캉스 떠나요'를 운영한다. '로캉스'는 지역을 뜻하는 로컬(Local)과 여행/휴가를 뜻하는 바캉스(Vacance)가 합쳐진 단어로, 지역주민과 함께 다양한 활동과 체험을 통해 농촌마을만의 특별한 매력을 느낄 수 있는 프로그램으로 구성되어있다. 이번에 소개된 머체왓, 의귀리, 동백마을, 하효마을 등 매력넘치고 개성있는 제주마을의 콘텐츠를 통해 코로나19로 지친 일상에서 벗어나, 힐링과 치유, 안식을 느껴보는 시간을 가져보자!",,,,,,https://api.cdn.visitjeju.net/photomng/imgpath/202108/31/6ec631e0-47fc-4c17-9876-663d77cae327.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202108/31/31027bf7-0a38-4516-8374-aff551deff43.jpg,"로캉스,마을여행,로컬,바캉스,머체왓,의귀리,동백마을,하효동,신흥2리","로캉스,마을여행,로컬,바캉스,머체왓,의귀리,동백마을,하효동,신흥2리"
추억의분식,음식점,제주에만 있는 메뉴 모닥치기,서귀포시내,제주특별자치도 서귀포시 중앙로62번길 18,33.2501737,126.5634281,010-7166-5524,https://api.cdn.visitjeju.net/photomng/imgpath/202306/01/8170bebf-1d9a-4e1e-a4b2-6b34480d466d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/01/4a1f1d46-776d-4119-a9e1-1b6cb82da371.jpg,"서귀포, 매일올레시장, 모닥치기, 떡볶이, 튀김, 김밥","서귀포, 매일올레시장, 모닥치기, 떡볶이, 튀김, 김밥,모닥치기"
카페3535.1,음식점,함덕서우봉해수욕장에서 멀지 않은 카페 3535.1은 정원이 잘 가꿔진 예쁜 공간이다. 원래 일반 손님 위주로 운영되는 카페이지만 반려견 출입도 가능하다. 아담한 정원에서 반려견과 산책하거나 가벼운 공놀이를 할 수 있어 애견인 사이에 입소문이 나 있다. 일반 카페이기 때문에 강아지 입장료가 따로 있지는 않다.,조천,제주특별자치도 제주시 조천읍 함덕2길 82,33.539068,126.6554952,010-8263-4860,https://api.cdn.visitjeju.net/photomng/imgpath/202002/21/df12a6c4-417f-497a-a50b-0b2d46af38b2.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202002/21/4a25c2d4-eb57-4646-b127-c757f1ce1e59.JPG,"카페,음식,아메리카노,레몬에이드,바닐라라떼,카페라떼,녹차라떼,에스프레소,식당,카푸치노,카페모카,카라멜마끼아또,라떼,초코라떼,그린티라떼,차,레몬차,자몽차,모과차,유자차,에이드,유자에이드,자몽에이드","카페,음식,아메리카노,레몬에이드,바닐라라떼,카페라떼,녹차라떼,에스프레소,식당,카푸치노,카페모카,카라멜마끼아또,라떼,초코라떼,그린티라떼,차,레몬차,자몽차,모과차,유자차,에이드,유자에이드,자몽에이드"
빅토리아,음식점,용담해안도로에 위치한 하얀 목조 건물의 분위기가 좋은 레스토랑,제주시내,제주특별자치도 제주시 서해안로 268,33.5092872,126.4742764,064-743-7366,https://api.cdn.visitjeju.net/photomng/imgpath/201910/31/3b09fb04-4b2e-4bc1-abec-60c68c23c5aa.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201910/31/bbae330f-4925-49b6-94eb-3d7b8061fd5a.jpg,"레스토랑,샐러드바,스테이크,파스타,음식,카페,커피,아메리카노,착한가격업소","레스토랑,샐러드바,스테이크,파스타,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
수카사,음식점,깔끔한 외관에 브런치 메뉴로 많은 사람들에게 알려진 카페.,구좌,제주특별자치도 제주시 구좌읍 행원로9길 11,33.5340986,126.7954364,0507-1435-0284,https://api.cdn.visitjeju.net/photomng/imgpath/201807/16/9d2a0f07-bb1b-4015-a7f2-dfda29f4b2f6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/16/55ed7c91-1fbc-43ae-8698-4908f3191f1f.jpg,"카페,브런치,디저트,아보카도 에그베네딕트,음식","카페,브런치,디저트,아보카도 에그베네딕트,음식,현금결제,카드결제,화장실,카드결제,현금결제,커피,빵,베이컨 에그베네딕트, 아보카도 에그베네딕트,  해피준,어린이 출입가능"
책가방,쇼핑,책이 가득한 방'이라는 뜻의 작고 아담한 동네서점,제주시내,제주특별자치도 제주시 동문로14길 11,33.5125427,126.5334052,0507-1357-6787,https://api.cdn.visitjeju.net/photomng/imgpath/202306/15/2be958d5-05c6-4a52-a468-5f03f47371b7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/15/5c7cfe89-d1d9-48d2-893b-b4945d5e5b09.jpg,"제주시내, 동문시장, 서점, 책방, 문구류","제주시내, 동문시장, 서점, 책방, 문구류"
바움하우스,음식점,용담 해안도로의 아름다운 바다뷰를 볼 수 있는 바움쿠헨 디저트 전문점 카페,제주시내,제주특별자치도 제주시 서해안로 448,33.517659,126.487575,064-743-8857,https://api.cdn.visitjeju.net/photomng/imgpath/202208/31/60af0337-ba5a-4122-bcca-04a1f3d5986b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202208/31/f44b77e6-5a79-4924-b3ff-7a2ffd44e541.jpg,"음식,안전여행스탬프,카페,베이커리,블루베리타르트,소보루빵,빵,케이크,아메리카노,에스프레소,카페라떼,카푸치노,카페모카,카라멜마끼아또,바닐라라떼,초코라떼,녹차라떼,자몽에이드,레몬에이드,복숭아아이스티,아이스티,에이드,요거트,플레인요거트,자몽차,레몬차,유자차,생강차,카모마일,레몬생강차,수정과","음식,안전여행스탬프,카페,베이커리,블루베리타르트,소보루빵,빵,케이크,아메리카노,에스프레소,카페라떼,카푸치노,카페모카,카라멜마끼아또,바닐라라떼,초코라떼,녹차라떼,자몽에이드,레몬에이드,복숭아아이스티,아이스티,에이드,요거트,플레인요거트,자몽차,레몬차,유자차,생강차,카모마일,레몬생강차,수정과"
[같이가치 제주여행] 24. 아기자기 꾸며진 제주 즐기기,테마여행,"자라나는 아이들과의 여행은 언제나 행복감을 준다. 제주도에는 그에 맞게 다양한 체험과 경험의 장을 제공해줄 수 있는 곳이 많다. 장난감과 키즈카페의 테마도 좋지만 때로는 민속촌에서의 역사 탐험과 체험, 감귤박물관에서의 감귤 따기 체험은 궁금증과 상상력을 자극하는 여행을 선사해주기에 좋은 방법이다. 또한 제주의 향기와, 맛, 파도, 풍경 그리고 역사이야기 까지 엿 볼 수 있는 본 코스는 이동에 어려움이 있는 누구나 라도 소중한 시간을 보내기에 좋을 것이다. 여행의 순간은 잠시지만 경험은 영원히 남아있는 행복한 순간이 될 수 있다.
",,,,,,https://api.cdn.visitjeju.net/photomng/imgpath/202110/27/2d7bc890-0a83-44db-addc-83be4d847d23.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/27/b6ff0871-031b-4e8a-a5e3-680886acb862.jpg,"부모,커플,혼자,아이,친구,경관/포토,휴식/힐링,사계절,노년,청년,중/장년,포토스팟,같이가치,무장애여행","부모,커플,혼자,아이,친구,경관/포토,휴식/힐링,사계절,노년,청년,중/장년"
안녕구움,음식점,제주서쪽 한경면 고산리 작은 디저트가게 안녕구움,한경,제주특별자치도 제주시 한경면 고산로 49 1층,33.3053522,126.1791699,064-901-4987,https://api.cdn.visitjeju.net/photomng/imgpath/202010/13/2243ffb8-8dd5-4745-8355-564af63489f5.jpeg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202010/13/8cb2c93c-b157-459c-980d-dcb9377fe62a.jpeg,"한경,고산,디저트,수제,카페,음식,쿠키,아메리카노,에그타르트,에이드,식당,커피,오미자에이드,레몬에이드,차,카모마일,레몬차,빵,브라우니,치즈케이크","한경,고산,디저트,수제,카페,음식,쿠키,아메리카노,에그타르트,에이드,식당,커피,오미자에이드,레몬에이드,차,카모마일,레몬차,빵,브라우니,치즈케이크,,,에그타르트, 스콘, 쌀스모어쿠키, 바스크치즈케이,어린이 출입가능,,가능"
자연이 살아 숨 쉬는 곳 <초여름 싱그러운 제주>,테마여행,"초여름에 들어선 제주는 초록의 싱그러움을 뽐내며 계절의 매력을 더한다. 지금 이맘때 제주를 속속들이 들여다보기 좋은 자연 관광지 세 곳을 소개한다. 제주마(馬)를 자유로이 풀어놓아 보기만 해도 저절로 힐링이 되는 마방목지, 어른 아이 할 것 없이 누구나 걷기 좋은 한라생태숲, 원시의 자연을 만날 수 있는 생명력 가득한 걷기 좋은 길 머체왓숲길까지 푸르른 제주를 즐기며 온몸 가득 상쾌함을 담아 가자.",,,,,,https://api.cdn.visitjeju.net/photomng/imgpath/202306/07/22f2fe5a-db38-4fe5-b05e-b7b03185db34.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/07/4cff7249-26f4-45d4-93f1-8037c1489031.JPG,"제주자연, 마방목지, 한라생태숲, 머체왓숲길, 제주의속살, 제주초여름","제주자연, 마방목지, 한라생태숲, 머체왓숲길, 제주의속살, 제주초여름"
인터포레스트,음식점,"‘숲 사이’를 뜻하는 인터포레스트는 숲이 주는 선물을 사람들과 공유하고, 숲의 자연을 바라보며 쉬어갈 수 있는 카페다. ",구좌,제주특별자치도 제주시 구좌읍 비자림로 1655,33.4572398,126.7723938,,https://api.cdn.visitjeju.net/photomng/imgpath/202308/17/5d6b9f23-3d7a-49e4-9c63-0d07cc42929f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/17/27b3227f-b700-4e26-a3dd-910cbcf7efe9.jpg,"한라봉비앙코, 한라봉크로플, 잠봉뵈르, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페","한라봉비앙코, 한라봉크로플, 잠봉뵈르, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페,한라봉비앙코, 한라봉크로플, 잠봉뵈르,어린이 출입가능,가능"
트라인커피,음식점,맛이 없을 수 없는 바리스타 챔피언의 커피,조천,제주특별자치도 제주시 조천읍 와흘상길 32,33.4939205,126.6333307,,https://api.cdn.visitjeju.net/photomng/imgpath/202306/28/2764cdeb-c1f8-4f2f-97de-03a034930510.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/28/7188aa06-4709-47c9-8231-d16867e3ecd4.jpg,"조천, 와흘, 앤티크, 카페, 커피, 아포가토, ","조천, 와흘, 앤티크, 카페, 커피, 아포가토, ,크림롱블랙, 하겐다즈 아몬드 아포가토,어린이 출입불가"
바다해찬,음식점,다채로운 해물요리를 맛볼 수 있는 곳,한림,제주특별자치도 제주시 한림읍 한림로 326,33.3926776,126.2399079,0507-1367-6261,https://api.cdn.visitjeju.net/photomng/imgpath/202306/01/6675d497-5f4d-491e-9a66-bcefc105b040.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/01/2783fd2d-22bc-471e-8915-91d5682ebc9d.jpg,"한림, 협재, 횟집, 모듬회, 고등어구이, 전복구이, 뿔소라, 전복죽, 전복뚝배기","한림, 협재, 횟집, 모듬회, 고등어구이, 전복구이, 뿔소라, 전복죽, 전복뚝배기,해찬세트, 모듬회"
빈계절,음식점,독특하고 아기자기한 디저트,대정,제주특별자치도 서귀포시 대정읍 무영로228번길 17-7,33.2811863,126.2234208,010-3349-1071,https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/b67d694e-0d92-4623-bcb7-11f5bc8ccb71.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202305/31/d996e16c-f097-47ae-bbcf-0ee1a64a6168.jpg,"서귀포, 대정, 카페, 당고, 파르페, 베리에이드, 케이크, 타르트, 쿠키","서귀포, 대정, 카페, 당고, 파르페, 베리에이드, 케이크, 타르트, 쿠키,옥수수케이크, 당고의 밤"
베트남 전통 쌀국수,음식점,베트남 사람이 만들어 주는 진짜 베트남 쌀국수집,제주시내,제주특별자치도 제주시 평전1길 16,33.5006049,126.5176712,064-757-9795,https://api.cdn.visitjeju.net/photomng/imgpath/202306/05/c4141edf-79ad-4d3a-9c20-590d7bfd9d76.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/05/0ec45827-efa6-46b5-874c-98ffd8ef517b.jpg,"제주시내, 용담, 베트남음식, 쌀국수, 분짜, 반미, 짜조","제주시내, 용담, 베트남음식, 쌀국수, 분짜, 반미, 짜조,쌀국수, 분짜"
산책하우스,음식점,"산책하우스는 1층은 무인카페, 2층은 상상서가 북 스토어, 3층은 독채형 펜션이다. 특히 3층의 독채형 펜션은 깔끔한 내부와 바다 전망으로 인기가 많은 펜션이다. 펜션에 묵으며 모닝커피를 마시기 위해 1층 무인카페를 찾는 손님들도 많다.",애월,제주특별자치도 제주시 애월읍 고내로7길 49,33.46689,126.3369478,010-7625-7711,https://api.cdn.visitjeju.net/photomng/imgpath/201809/03/247aaf99-8832-4bc3-b75e-3e8be16e8a44.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201809/03/ecccdf7a-a188-4978-bed2-c48d937a2452.jpg,"커피,카페,무인카페,애월카페,음식,원두커피,허브티","커피,카페,무인카페,애월카페,공용주차장,현금결제,화장실,현금결제,커피,어린이 출입가능"
우도돼지네 땅콩만두,음식점,우도에서 많은 사랑을 받고 서귀포 올레시장으로 옮긴 땅콩만두 본점,서귀포시내,서귀포시 중정로73번길 15-1,33.249554,126.56383,064-733-9949,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/300dcb7c-8f88-4593-b0d2-c21495e2ec1b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5c6e1e36-64b3-48d3-ab8f-a6f822cd7d01.jpg,"만두,땅콩만두,김치만두,고기만두,음식,막걸리,우도,아이스크림,아메리카노","만두,땅콩만두,김치만두,고기만두,음식,막걸리,우도,아이스크림,아메리카노"
열공부엌,음식점,7000원에 잘 차려진 집밥 한 상을 먹을 수 있는 곳.,제주시내,제주특별자치도 제주시 선덕로8길 26 비산쉐르빌 가동 103호,33.4832566,126.5008012, 064-712-6009,https://api.cdn.visitjeju.net/photomng/imgpath/201812/21/4dce87ee-0b76-4911-bb8d-89369727a012.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201812/21/dcce18a5-b122-40ee-8eb4-347acb90b773.JPG,"집밥,혼밥,도시락,제주도청,유기농,음식","집밥,혼밥,도시락,제주도청,유기농,음식,현금결제,카드결제,화장실"
서바당횟집,음식점,마라도 해녀의 집으로 직접 채취한 해산물을 모듬접시로 판매.,마라도,제주특별자치도 서귀포시 대정읍 마라로 75,33.117287,126.26605,--,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e2a2f19f-b8dc-4ecc-ab80-37dcde6d169c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a9c9c524-0590-4cc2-8be3-2b661428eba7.jpg,"횟집,활어회,소라,음식,문어숙회,문어,회,짜장면,해물짬뽕,전복,해산물모둠,해물짜장,짬뽕","횟집,활어회,소라,음식,문어숙회,문어,회,짜장면,해물짬뽕,전복,해산물모둠,해물짜장,짬뽕"
주민 해설사가 직접 말하는 ‘마라도’ <같이 걸을까? 100분 동안 즐기는 마라도 여행>,테마여행,걷기 좋은 섬 마라도. 푸른 바다에 둘러싸인 마라도는 느긋하게 걸으며 여행하기에 좋은 여행지이다. 당일치기로 마라도 여행을 계획하고 있다면 몇 가지를 확인해두자. 마라도 여행시간 100분. 마라도는 여행객이 섬에서의 체류 시간을 선택할 수 없다. 배 시간에 따라 움직여야 하는 일정인 만큼 같은 시간이라도 얼마나 효율적으로 사용하느냐에 따라 즐길 수 있는 범위가 달라진다.,,,,,,https://api.cdn.visitjeju.net/photomng/imgpath/201811/26/4e403a5a-3445-4f62-bec8-634c32f253ac.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201811/26/8ebb8860-3b15-46aa-9413-7ba5319439d7.jpg,"친구,커플,경관/포토,휴식/힐링,마라도,부속섬,포토스팟","친구,커플,경관/포토,휴식/힐링,마라도,부속섬"
코끼리통닭,음식점,동문시장에 위치한 시장통닭,제주시내,제주특별자치도 제주시 동문로 4,33.5128008,126.5269479,064-752-9026,https://api.cdn.visitjeju.net/photomng/imgpath/201807/02/bd191a6d-e7e3-4681-a64e-6c78436ec317.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/02/97b332b3-31ab-4ca6-bf0d-3b3fa6bab5a5.jpg,"치킨,통닭,음식,후라이드치킨","치킨,통닭"
